Time,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC,Walmart - Famous Cars TVC
65.2,0.2456,0.5719,0.6304,0.5954,0.5798,0.5876,0.5965,0.6378,0.6172,0.7565,0.8344,0.7955
65.3,0.1967,0.6097,0.6528,0.6253,0.5976,0.6115,0.611,0.6624,0.6367,0.7827,0.8514,0.8171
65.4,0.1419,0.6438,0.6752,0.6514,0.613,0.6322,0.6246,0.6873,0.6559,0.8082,0.8665,0.8373
65.5,0.0837,0.6729,0.6974,0.6732,0.6255,0.6494,0.6373,0.7115,0.6744,0.8327,0.8798,0.8562
65.6,0.0245,0.6959,0.7189,0.6902,0.6351,0.6626,0.6488,0.7344,0.6916,0.8559,0.8916,0.8738
65.7,-0.0339,0.7125,0.739,0.7018,0.6416,0.6717,0.6589,0.7547,0.7068,0.8775,0.9016,0.8896
65.8,-0.0897,0.7224,0.7569,0.7076,0.6453,0.6765,0.6671,0.7716,0.7194,0.8971,0.9096,0.9033
65.9,-0.1417,0.7262,0.7722,0.708,0.6469,0.6774,0.6735,0.7848,0.7291,0.9142,0.9155,0.9148
66,-0.1885,0.7246,0.7849,0.7034,0.6473,0.6753,0.6781,0.7941,0.7361,0.9285,0.9195,0.924
66.1,-0.2294,0.719,0.7948,0.6952,0.6472,0.6712,0.6814,0.7996,0.7405,0.94,0.9216,0.9308
66.2,-0.2634,0.7112,0.8019,0.6851,0.6476,0.6663,0.684,0.8011,0.7426,0.949,0.9221,0.9355
66.3,-0.2898,0.7029,0.8061,0.6744,0.6488,0.6616,0.6866,0.7986,0.7426,0.9556,0.9211,0.9383
66.4,-0.3084,0.6947,0.8072,0.6635,0.6507,0.6571,0.6896,0.7918,0.7407,0.96,0.9187,0.9394
66.5,-0.3192,0.6874,0.8048,0.6528,0.6529,0.6529,0.6936,0.7809,0.7373,0.9625,0.9151,0.9388
66.6,-0.3232,0.6811,0.7992,0.6429,0.6557,0.6493,0.6988,0.7668,0.7328,0.9632,0.9104,0.9368
66.7,-0.3219,0.6762,0.7906,0.6339,0.6591,0.6465,0.7051,0.7506,0.7279,0.9622,0.9048,0.9335
66.8,-0.316,0.6724,0.779,0.6258,0.663,0.6444,0.7125,0.7333,0.7229,0.9594,0.8981,0.9287
66.9,-0.3059,0.6695,0.7644,0.6182,0.6667,0.6425,0.7205,0.7158,0.7182,0.9547,0.8897,0.9222
67,-0.2917,0.6675,0.747,0.6113,0.6701,0.6407,0.729,0.6989,0.7139,0.9483,0.8794,0.9139
67.1,-0.2733,0.6669,0.728,0.6059,0.6739,0.6399,0.738,0.6833,0.7106,0.9404,0.8672,0.9038
67.2,-0.2506,0.6682,0.7083,0.6028,0.6787,0.6408,0.7477,0.6696,0.7086,0.9311,0.8534,0.8923
67.3,-0.2237,0.6718,0.6886,0.6027,0.685,0.6438,0.7575,0.6576,0.7075,0.921,0.8383,0.8797
67.4,-0.193,0.6775,0.6696,0.6058,0.6933,0.6496,0.7668,0.6469,0.7069,0.91,0.8225,0.8663
67.5,-0.1604,0.6853,0.6524,0.6121,0.7043,0.6582,0.7747,0.6376,0.7062,0.898,0.8061,0.852
67.6,-0.1286,0.6947,0.6386,0.6209,0.7187,0.6698,0.7802,0.6296,0.7049,0.8843,0.7887,0.8365
67.7,-0.0997,0.7057,0.6292,0.632,0.737,0.6845,0.7825,0.6232,0.7029,0.8685,0.7705,0.8195
67.8,-0.0757,0.7182,0.6244,0.6453,0.7593,0.7023,0.7815,0.6189,0.7002,0.8506,0.7516,0.8011
67.9,-0.0575,0.7319,0.6244,0.6604,0.7851,0.7227,0.7771,0.617,0.697,0.8306,0.7323,0.7814
68,-0.0447,0.7459,0.6289,0.6767,0.8126,0.7447,0.7692,0.6179,0.6936,0.809,0.7135,0.7612
68.1,-0.0367,0.7589,0.638,0.6937,0.8396,0.7666,0.7582,0.6222,0.6902,0.7864,0.696,0.7412
68.2,-0.0335,0.7701,0.6512,0.7105,0.8643,0.7874,0.7444,0.6297,0.6871,0.7635,0.6804,0.722
68.3,-0.0353,0.7791,0.6682,0.7266,0.8852,0.8059,0.7288,0.6405,0.6847,0.7408,0.6676,0.7042
68.4,-0.0412,0.7852,0.6887,0.7413,0.9007,0.821,0.7122,0.6543,0.6833,0.7194,0.6583,0.6888
68.5,-0.0495,0.7878,0.7118,0.7537,0.9099,0.8318,0.6956,0.6706,0.6831,0.7004,0.6531,0.6768
68.6,-0.0585,0.7863,0.7369,0.7633,0.912,0.8377,0.6797,0.6888,0.6842,0.685,0.6528,0.6689
68.7,-0.0681,0.7812,0.7642,0.7704,0.9074,0.8389,0.6651,0.7077,0.6864,0.6739,0.6575,0.6657
68.8,-0.0778,0.7727,0.7934,0.7752,0.8968,0.836,0.6523,0.7266,0.6894,0.6675,0.667,0.6673
68.9,-0.0871,0.7616,0.8235,0.7782,0.8804,0.8293,0.6407,0.744,0.6923,0.6654,0.6802,0.6728
69,-0.095,0.7488,0.8528,0.78,0.8582,0.8191,0.6296,0.7586,0.6941,0.6667,0.6952,0.6809
69.1,-0.1007,0.7346,0.8797,0.7805,0.8299,0.8052,0.6186,0.7695,0.694,0.6705,0.7107,0.6906
69.2,-0.1035,0.7188,0.903,0.7791,0.7951,0.7871,0.6073,0.7758,0.6915,0.6754,0.7257,0.7006
69.3,-0.1026,0.7014,0.9212,0.7753,0.7535,0.7644,0.5956,0.7768,0.6862,0.6806,0.7391,0.7099
69.4,-0.0975,0.6825,0.9335,0.7687,0.7045,0.7366,0.5834,0.7721,0.6777,0.6854,0.7501,0.7178
69.5,-0.0874,0.6627,0.9392,0.7592,0.6481,0.7037,0.5708,0.761,0.6659,0.6892,0.7579,0.7235
69.6,-0.0712,0.6419,0.9378,0.7469,0.5859,0.6664,0.5578,0.7444,0.6511,0.6918,0.762,0.7269
69.7,-0.0476,0.6201,0.9292,0.7323,0.5199,0.6261,0.5447,0.7233,0.634,0.6928,0.7623,0.7276
69.8,-0.0169,0.5981,0.913,0.7158,0.4533,0.5845,0.5317,0.6987,0.6152,0.6922,0.7586,0.7254
69.9,0.0189,0.5771,0.8894,0.6979,0.3904,0.5442,0.519,0.6716,0.5953,0.6896,0.7508,0.7202
70,0.0576,0.558,0.8585,0.6794,0.3346,0.507,0.5069,0.6426,0.5747,0.6849,0.7389,0.7119
70.1,0.0958,0.5411,0.8218,0.6607,0.2881,0.4744,0.4954,0.6124,0.5539,0.6783,0.723,0.7007
70.2,0.1307,0.5267,0.7806,0.6426,0.2527,0.4477,0.4848,0.5817,0.5332,0.67,0.7035,0.6868
70.3,0.1615,0.5151,0.7367,0.6266,0.2297,0.4282,0.4757,0.5507,0.5132,0.6601,0.6808,0.6704
70.4,0.1881,0.5067,0.6918,0.6144,0.2203,0.4173,0.4685,0.5198,0.4941,0.6484,0.6556,0.652
70.5,0.2102,0.5019,0.6475,0.6072,0.2247,0.416,0.4631,0.4896,0.4763,0.6355,0.6286,0.6321
70.6,0.2279,0.5011,0.6059,0.6065,0.2428,0.4247,0.4591,0.4609,0.46,0.6216,0.6009,0.6113
70.7,0.2406,0.5044,0.5681,0.6126,0.2734,0.443,0.4564,0.4347,0.4455,0.6075,0.5734,0.5905
70.8,0.2472,0.5114,0.535,0.6253,0.3139,0.4696,0.4554,0.4118,0.4336,0.5942,0.5472,0.5707
70.9,0.247,0.5215,0.507,0.6441,0.3617,0.5029,0.4565,0.3932,0.4248,0.5828,0.5236,0.5532
71,0.2412,0.5349,0.484,0.6688,0.414,0.5414,0.4596,0.3792,0.4194,0.5744,0.5041,0.5392
71.1,0.231,0.5514,0.4656,0.6993,0.468,0.5837,0.4648,0.3699,0.4174,0.5703,0.4902,0.5303
71.2,0.2184,0.5705,0.4512,0.7341,0.5212,0.6277,0.4722,0.3654,0.4188,0.5713,0.4829,0.5271
71.3,0.2052,0.5911,0.4403,0.7713,0.5712,0.6713,0.482,0.3652,0.4236,0.578,0.4826,0.5303
71.4,0.1918,0.6127,0.4328,0.8087,0.6166,0.7126,0.4945,0.3693,0.4319,0.5904,0.4894,0.5399
71.5,0.1771,0.6352,0.4288,0.8436,0.6578,0.7507,0.5095,0.3774,0.4435,0.6083,0.5025,0.5554
71.6,0.1598,0.6584,0.4283,0.874,0.6951,0.7845,0.5267,0.3891,0.4579,0.631,0.5211,0.5761
71.7,0.139,0.6823,0.4308,0.8982,0.7289,0.8135,0.545,0.4035,0.4743,0.6573,0.5442,0.6007
71.8,0.1142,0.7069,0.4356,0.915,0.7595,0.8373,0.5635,0.4198,0.4917,0.6858,0.5703,0.6281
71.9,0.0856,0.7315,0.4416,0.9239,0.7866,0.8553,0.5811,0.4369,0.509,0.7145,0.5978,0.6562
72,0.054,0.7553,0.4475,0.9248,0.8094,0.8671,0.5968,0.4536,0.5252,0.7411,0.6245,0.6828
72.1,0.0213,0.7774,0.4521,0.9184,0.8276,0.873,0.6098,0.4694,0.5396,0.7638,0.6486,0.7062
72.2,-0.0093,0.7974,0.4543,0.9063,0.8415,0.8739,0.6197,0.4843,0.552,0.7819,0.669,0.7255
72.3,-0.0351,0.8146,0.4532,0.8899,0.8512,0.8705,0.6263,0.4981,0.5622,0.7946,0.6849,0.7397
72.4,-0.056,0.8287,0.4487,0.8695,0.8572,0.8633,0.6304,0.5109,0.5706,0.8016,0.6957,0.7487
72.5,-0.0718,0.8392,0.4406,0.8455,0.8596,0.8526,0.6329,0.5227,0.5778,0.803,0.7016,0.7523
72.6,-0.0838,0.8462,0.4298,0.8192,0.859,0.8391,0.6344,0.5335,0.5839,0.7989,0.7027,0.7508
72.7,-0.0931,0.85,0.4176,0.7918,0.8561,0.8239,0.6352,0.5432,0.5892,0.7896,0.6994,0.7445
72.8,-0.1008,0.8508,0.4049,0.7645,0.8516,0.808,0.6357,0.552,0.5938,0.7756,0.6923,0.7339
72.9,-0.1076,0.849,0.3926,0.7383,0.8463,0.7923,0.6355,0.56,0.5978,0.7574,0.6815,0.7194
73,-0.1144,0.8449,0.3813,0.7139,0.8408,0.7773,0.6345,0.5673,0.6009,0.7354,0.6674,0.7014
73.1,-0.1232,0.8385,0.371,0.6912,0.8342,0.7627,0.6316,0.573,0.6023,0.7096,0.65,0.6798
73.2,-0.1353,0.8297,0.3615,0.6703,0.8259,0.7481,0.6259,0.5761,0.601,0.6801,0.6295,0.6548
73.3,-0.1506,0.8183,0.3536,0.6511,0.8155,0.7333,0.6172,0.5765,0.5968,0.6477,0.6067,0.6272
73.4,-0.1678,0.8041,0.3479,0.6339,0.803,0.7185,0.605,0.574,0.5895,0.6137,0.5828,0.5983
73.5,-0.1863,0.7873,0.3448,0.619,0.7885,0.7037,0.5896,0.5689,0.5793,0.5793,0.5585,0.5689
73.6,-0.2055,0.7681,0.3443,0.6067,0.7723,0.6895,0.5712,0.5617,0.5664,0.5451,0.534,0.5396
73.7,-0.2255,0.7471,0.3462,0.597,0.7548,0.6759,0.5495,0.5529,0.5512,0.512,0.5098,0.5109
73.8,-0.2475,0.7243,0.35,0.589,0.7363,0.6626,0.5239,0.5427,0.5333,0.4806,0.4863,0.4834
73.9,-0.2727,0.7001,0.3549,0.5818,0.7172,0.6495,0.4937,0.5312,0.5125,0.4517,0.4638,0.4578
74,-0.3018,0.6744,0.3611,0.5748,0.6981,0.6364,0.4595,0.5192,0.4893,0.4266,0.4435,0.4351
74.1,-0.3352,0.6472,0.3688,0.5673,0.6795,0.6234,0.4219,0.5073,0.4646,0.4067,0.4263,0.4165
74.2,-0.3721,0.6191,0.3781,0.5593,0.6614,0.6103,0.3822,0.4962,0.4392,0.393,0.413,0.403
74.3,-0.4109,0.591,0.389,0.5512,0.6436,0.5974,0.3424,0.487,0.4147,0.386,0.4043,0.3952
74.4,-0.4503,0.5638,0.4017,0.5436,0.6265,0.585,0.3039,0.4801,0.392,0.3861,0.4006,0.3933
74.5,-0.4891,0.5388,0.4156,0.5371,0.6109,0.574,0.2682,0.4756,0.3719,0.393,0.4014,0.3972
74.6,-0.5259,0.5168,0.4308,0.5321,0.5978,0.565,0.2368,0.4735,0.3551,0.4061,0.4065,0.4063
74.7,-0.5582,0.4987,0.4474,0.5288,0.587,0.5579,0.2104,0.4741,0.3423,0.4251,0.4157,0.4204
74.8,-0.5836,0.485,0.4654,0.5271,0.578,0.5525,0.1899,0.4779,0.3339,0.4495,0.4287,0.4391
74.9,-0.6011,0.4763,0.4843,0.5267,0.5712,0.5489,0.1757,0.4844,0.33,0.4784,0.4451,0.4618
75,-0.6107,0.4731,0.5027,0.5278,0.5669,0.5474,0.1679,0.4928,0.3304,0.5111,0.4647,0.4879
75.1,-0.6116,0.476,0.5197,0.5305,0.5658,0.5482,0.1666,0.5027,0.3346,0.5457,0.4866,0.5162
75.2,-0.6024,0.4853,0.5349,0.5357,0.5683,0.552,0.1717,0.5136,0.3427,0.5798,0.5091,0.5444
75.3,-0.5824,0.5014,0.5479,0.5438,0.5745,0.5591,0.1832,0.5257,0.3544,0.6112,0.5308,0.571
75.4,-0.5534,0.5236,0.5597,0.554,0.584,0.569,0.2014,0.5393,0.3704,0.6397,0.5514,0.5955
75.5,-0.5184,0.551,0.5712,0.5653,0.5963,0.5808,0.2265,0.555,0.3908,0.6656,0.5707,0.6181
75.6,-0.4827,0.5816,0.5825,0.5767,0.61,0.5933,0.2583,0.5722,0.4153,0.6887,0.5885,0.6386
75.7,-0.4531,0.6129,0.5936,0.5869,0.6234,0.6052,0.2966,0.5895,0.4431,0.7092,0.6046,0.6569
75.8,-0.4336,0.6429,0.6045,0.5956,0.6349,0.6152,0.3403,0.6064,0.4733,0.7273,0.619,0.6732
75.9,-0.425,0.6707,0.6156,0.6027,0.6429,0.6228,0.3874,0.6229,0.5051,0.7441,0.6322,0.6882
76,-0.4274,0.695,0.6271,0.6081,0.6462,0.6272,0.436,0.6388,0.5374,0.7602,0.6446,0.7024
76.1,-0.4393,0.7149,0.638,0.6108,0.6445,0.6277,0.4839,0.6537,0.5688,0.7758,0.656,0.7159
76.2,-0.4589,0.7295,0.6471,0.61,0.6377,0.6238,0.5292,0.667,0.5981,0.791,0.6664,0.7287
76.3,-0.4814,0.7384,0.6544,0.6059,0.6264,0.6162,0.5709,0.6785,0.6247,0.8057,0.6753,0.7405
76.4,-0.5014,0.7413,0.6598,0.5996,0.6118,0.6057,0.6085,0.6882,0.6483,0.8197,0.6826,0.7511
76.5,-0.5157,0.739,0.6641,0.592,0.5956,0.5938,0.6424,0.6962,0.6693,0.8332,0.6882,0.7607
76.6,-0.5235,0.7336,0.6681,0.5838,0.5803,0.5821,0.6738,0.703,0.6884,0.8466,0.693,0.7698
76.7,-0.5253,0.7266,0.6725,0.5758,0.568,0.5719,0.7033,0.7089,0.7061,0.8602,0.6972,0.7787
76.8,-0.5243,0.7195,0.6768,0.5683,0.5602,0.5643,0.7311,0.7143,0.7227,0.8731,0.7004,0.7867
76.9,-0.5236,0.7133,0.6804,0.5615,0.558,0.5597,0.7571,0.7194,0.7382,0.8845,0.7022,0.7933
77,-0.5244,0.7085,0.683,0.5556,0.5612,0.5584,0.7804,0.7239,0.7521,0.8939,0.7028,0.7983
77.1,-0.5274,0.7054,0.6846,0.5509,0.5694,0.5601,0.8003,0.7273,0.7638,0.9009,0.7026,0.8017
77.2,-0.5325,0.7045,0.6856,0.5485,0.5822,0.5653,0.8167,0.7298,0.7732,0.9055,0.7023,0.8039
77.3,-0.5396,0.7065,0.6867,0.5498,0.5998,0.5748,0.8302,0.7319,0.7811,0.9084,0.7024,0.8054
77.4,-0.5479,0.7119,0.6884,0.5564,0.6218,0.5891,0.8415,0.7343,0.7879,0.91,0.7034,0.8067
77.5,-0.5554,0.7201,0.6903,0.5691,0.6469,0.608,0.8512,0.7367,0.7939,0.9104,0.7052,0.8078
77.6,-0.5606,0.7307,0.692,0.5885,0.6741,0.6313,0.8595,0.7388,0.7992,0.9092,0.7076,0.8084
77.7,-0.5634,0.743,0.6929,0.6138,0.7024,0.6581,0.8659,0.7398,0.8028,0.9061,0.71,0.8081
77.8,-0.5644,0.7564,0.6922,0.6441,0.7311,0.6876,0.8693,0.7384,0.8039,0.9007,0.7116,0.8062
77.9,-0.5637,0.7701,0.6894,0.6781,0.7593,0.7187,0.8694,0.7344,0.8019,0.893,0.7121,0.8025
78,-0.561,0.7829,0.6843,0.7142,0.7859,0.7501,0.8662,0.7277,0.797,0.883,0.7113,0.7971
78.1,-0.5563,0.7934,0.6766,0.7511,0.81,0.7805,0.8598,0.7184,0.7891,0.8711,0.7093,0.7902
78.2,-0.5495,0.7997,0.6666,0.7873,0.8306,0.8089,0.8503,0.706,0.7781,0.8578,0.7064,0.7821
78.3,-0.5403,0.8004,0.6546,0.8216,0.8469,0.8343,0.8377,0.6903,0.764,0.8434,0.7027,0.7731
78.4,-0.5288,0.7953,0.6407,0.8537,0.8587,0.8562,0.8222,0.6722,0.7472,0.8282,0.6983,0.7633
78.5,-0.5146,0.7848,0.6252,0.8832,0.866,0.8746,0.8043,0.6525,0.7284,0.8124,0.6932,0.7528
78.6,-0.497,0.7688,0.6082,0.9088,0.8683,0.8885,0.7848,0.6318,0.7083,0.7965,0.6874,0.742
78.7,-0.475,0.7475,0.5899,0.9288,0.8646,0.8967,0.7649,0.6106,0.6878,0.781,0.6817,0.7314
78.8,-0.4473,0.7212,0.5702,0.9427,0.8551,0.8989,0.7453,0.5891,0.6672,0.7663,0.676,0.7211
78.9,-0.4127,0.6909,0.5489,0.9514,0.8408,0.8961,0.7262,0.5672,0.6467,0.7523,0.6699,0.7111
79,-0.3705,0.6579,0.5259,0.9559,0.8229,0.8894,0.7075,0.5448,0.6262,0.739,0.6631,0.701
79.1,-0.3237,0.6241,0.5019,0.9567,0.803,0.8798,0.6891,0.5229,0.606,0.7262,0.6554,0.6908
79.2,-0.2757,0.5917,0.4773,0.954,0.7825,0.8682,0.6709,0.5022,0.5865,0.714,0.6467,0.6804
79.3,-0.2305,0.5627,0.4524,0.9476,0.7628,0.8552,0.6529,0.4827,0.5678,0.7022,0.6368,0.6695
79.4,-0.1919,0.5392,0.4275,0.9372,0.745,0.8411,0.6353,0.4644,0.5499,0.6905,0.6255,0.658
79.5,-0.1616,0.5224,0.4027,0.9232,0.73,0.8266,0.6181,0.4471,0.5326,0.6787,0.6126,0.6456
79.6,-0.1381,0.5127,0.3784,0.9066,0.7179,0.8122,0.6009,0.4308,0.5158,0.6663,0.5976,0.632
79.7,-0.1202,0.5102,0.3547,0.8885,0.7088,0.7987,0.5836,0.4153,0.4995,0.6533,0.5804,0.6168
79.8,-0.1072,0.5152,0.3321,0.8693,0.7028,0.786,0.5664,0.4006,0.4835,0.6395,0.561,0.6002
79.9,-0.0987,0.5277,0.3106,0.8493,0.6995,0.7744,0.5493,0.3862,0.4677,0.625,0.5397,0.5823
80,-0.0946,0.5463,0.2902,0.8282,0.6979,0.7631,0.532,0.3719,0.4519,0.6096,0.5167,0.5632
80.1,-0.0951,0.5684,0.2707,0.8055,0.6967,0.7511,0.5141,0.357,0.4355,0.5933,0.4923,0.5428
80.2,-0.0996,0.592,0.2523,0.7813,0.6946,0.7379,0.4955,0.3414,0.4185,0.5761,0.4668,0.5215
80.3,-0.1066,0.6152,0.2353,0.7563,0.6905,0.7234,0.4768,0.3255,0.4011,0.5583,0.4409,0.4996
80.4,-0.115,0.6366,0.2202,0.7315,0.6841,0.7078,0.4585,0.3096,0.384,0.5403,0.4151,0.4777
80.5,-0.1253,0.6562,0.2073,0.7078,0.6759,0.6919,0.4414,0.2944,0.3679,0.5225,0.3899,0.4562
80.6,-0.1375,0.6743,0.1966,0.6863,0.667,0.6766,0.4262,0.2805,0.3534,0.5054,0.3661,0.4357
80.7,-0.151,0.6901,0.1876,0.667,0.6578,0.6624,0.4138,0.2685,0.3411,0.489,0.344,0.4165
80.8,-0.165,0.7026,0.1795,0.6496,0.6491,0.6493,0.4048,0.2586,0.3317,0.4734,0.3241,0.3988
80.9,-0.1784,0.7116,0.1721,0.6345,0.6413,0.6379,0.3997,0.2514,0.3255,0.4587,0.3068,0.3828
81,-0.1901,0.7176,0.1655,0.6228,0.6348,0.6288,0.3989,0.2476,0.3232,0.4451,0.293,0.369
81.1,-0.1995,0.7213,0.1599,0.6153,0.6301,0.6227,0.4027,0.2478,0.3253,0.4332,0.2832,0.3582
81.2,-0.2067,0.7234,0.1561,0.6126,0.6276,0.6201,0.4118,0.2531,0.3324,0.4242,0.2787,0.3515
81.3,-0.2119,0.7248,0.1547,0.6148,0.628,0.6214,0.4265,0.2643,0.3454,0.4194,0.2803,0.3499
81.4,-0.2161,0.726,0.1565,0.6217,0.6315,0.6266,0.4468,0.2817,0.3643,0.4196,0.2884,0.354
81.5,-0.2202,0.7273,0.1623,0.6325,0.6386,0.6355,0.4727,0.3051,0.3889,0.4254,0.303,0.3642
81.6,-0.2255,0.7291,0.1717,0.6466,0.6493,0.648,0.5029,0.3337,0.4183,0.4363,0.3232,0.3797
81.7,-0.2333,0.7319,0.1835,0.6634,0.6638,0.6636,0.5356,0.366,0.4508,0.4513,0.3469,0.3991
81.8,-0.2439,0.7357,0.197,0.6823,0.6816,0.6819,0.5688,0.4009,0.4849,0.4691,0.3724,0.4208
81.9,-0.2561,0.7404,0.212,0.7023,0.7019,0.7021,0.6004,0.4371,0.5188,0.4878,0.3983,0.443
82,-0.269,0.7457,0.2284,0.7225,0.7238,0.7231,0.6286,0.4736,0.5511,0.5059,0.4229,0.4644
82.1,-0.2823,0.7514,0.2464,0.7422,0.7461,0.7442,0.6525,0.5091,0.5808,0.5227,0.4452,0.4839
82.2,-0.2961,0.7572,0.2657,0.7607,0.7678,0.7642,0.6718,0.5426,0.6072,0.5375,0.4641,0.5008
82.3,-0.3101,0.7624,0.2861,0.7772,0.7878,0.7825,0.6861,0.5733,0.6297,0.5502,0.4791,0.5147
82.4,-0.3237,0.7661,0.3071,0.791,0.8055,0.7982,0.6955,0.6005,0.648,0.5605,0.4903,0.5254
82.5,-0.3359,0.7679,0.3284,0.8015,0.82,0.8108,0.7003,0.6238,0.6621,0.5683,0.4979,0.5331
82.6,-0.3449,0.7679,0.35,0.8085,0.8306,0.8195,0.701,0.6431,0.6721,0.5736,0.5026,0.5381
82.7,-0.3494,0.7663,0.3717,0.8118,0.8365,0.8242,0.6983,0.6585,0.6784,0.5766,0.5047,0.5406
82.8,-0.3488,0.763,0.393,0.8114,0.8378,0.8246,0.6925,0.6702,0.6813,0.5769,0.5045,0.5407
82.9,-0.3429,0.7579,0.4134,0.8073,0.8348,0.821,0.6841,0.6784,0.6813,0.5743,0.5019,0.5381
83,-0.3325,0.7509,0.4328,0.7999,0.828,0.8139,0.6737,0.6837,0.6787,0.5692,0.4972,0.5332
83.1,-0.3192,0.7423,0.4513,0.7899,0.8184,0.8042,0.6618,0.6864,0.6741,0.5618,0.491,0.5264
83.2,-0.3043,0.732,0.4688,0.778,0.8069,0.7925,0.6493,0.6872,0.6682,0.5525,0.4837,0.5181
83.3,-0.2879,0.7206,0.485,0.765,0.7943,0.7796,0.6368,0.6867,0.6617,0.5416,0.4756,0.5086
83.4,-0.2707,0.7086,0.4997,0.7514,0.7811,0.7662,0.625,0.6853,0.6551,0.5293,0.4673,0.4983
83.5,-0.2532,0.6962,0.5127,0.7376,0.7684,0.753,0.6143,0.6833,0.6488,0.5159,0.4592,0.4876
83.6,-0.2363,0.684,0.5236,0.7239,0.7571,0.7405,0.6047,0.681,0.6428,0.5018,0.4516,0.4767
83.7,-0.2201,0.6724,0.5321,0.7109,0.7476,0.7292,0.5965,0.6784,0.6374,0.4877,0.4447,0.4662
83.8,-0.2046,0.6619,0.5375,0.699,0.74,0.7195,0.5901,0.6757,0.6329,0.4744,0.4387,0.4565
83.9,-0.1898,0.6526,0.5395,0.6885,0.7345,0.7115,0.5857,0.6727,0.6292,0.4624,0.4336,0.448
84,-0.1756,0.6448,0.538,0.6797,0.7308,0.7052,0.5831,0.6692,0.6261,0.4522,0.4297,0.4409
84.1,-0.1618,0.6388,0.5329,0.6728,0.7287,0.7008,0.5822,0.665,0.6236,0.4441,0.4269,0.4355
84.2,-0.1483,0.6347,0.525,0.6685,0.7281,0.6983,0.5831,0.6599,0.6215,0.4382,0.4252,0.4317
84.3,-0.135,0.6331,0.5148,0.667,0.729,0.698,0.5856,0.6538,0.6197,0.4347,0.4245,0.4296
84.4,-0.1225,0.6338,0.5027,0.6685,0.7312,0.6998,0.5892,0.6467,0.618,0.4331,0.4244,0.4287
84.5,-0.1116,0.6368,0.4889,0.6723,0.7349,0.7036,0.5933,0.6386,0.6159,0.433,0.4243,0.4286
84.6,-0.1031,0.6418,0.4738,0.678,0.74,0.709,0.5972,0.6295,0.6134,0.4339,0.4239,0.4289
84.7,-0.098,0.649,0.4575,0.685,0.7466,0.7158,0.6006,0.6195,0.6101,0.4356,0.4232,0.4294
84.8,-0.0966,0.658,0.4404,0.6927,0.7547,0.7237,0.6031,0.6087,0.6059,0.4377,0.422,0.4298
84.9,-0.0969,0.6688,0.4216,0.7013,0.7636,0.7325,0.6043,0.5967,0.6005,0.4398,0.4201,0.4299
85,-0.0967,0.6811,0.4009,0.7109,0.7728,0.7418,0.6036,0.5834,0.5935,0.4416,0.4174,0.4295
85.1,-0.094,0.6947,0.3784,0.7211,0.7817,0.7514,0.6013,0.5693,0.5853,0.4427,0.4142,0.4284
85.2,-0.0871,0.7097,0.3548,0.7315,0.7898,0.7607,0.5975,0.5552,0.5763,0.4431,0.4104,0.4267
85.3,-0.0765,0.7255,0.3312,0.7419,0.7963,0.7691,0.593,0.5414,0.5672,0.443,0.4066,0.4248
85.4,-0.0644,0.7414,0.3088,0.7516,0.8007,0.7761,0.5892,0.5285,0.5589,0.4434,0.4039,0.4236
85.5,-0.052,0.7566,0.2888,0.7605,0.8022,0.7814,0.5869,0.5166,0.5517,0.4447,0.4028,0.4237
85.6,-0.0388,0.7695,0.2711,0.7686,0.8006,0.7846,0.5858,0.5053,0.5456,0.4471,0.4031,0.4251
85.7,-0.0243,0.7792,0.2559,0.7758,0.7958,0.7858,0.5857,0.4947,0.5402,0.4506,0.405,0.4278
85.8,-0.008,0.7853,0.2434,0.782,0.7882,0.7851,0.5864,0.4851,0.5357,0.4549,0.4084,0.4317
85.9,0.0101,0.788,0.234,0.787,0.7783,0.7827,0.5875,0.477,0.5323,0.4597,0.4137,0.4367
86,0.0296,0.7871,0.2272,0.7906,0.7663,0.7784,0.589,0.4707,0.5298,0.4646,0.4203,0.4425
86.1,0.0499,0.7819,0.2222,0.7923,0.7523,0.7723,0.591,0.4657,0.5283,0.4692,0.4277,0.4485
86.2,0.0703,0.7724,0.2185,0.792,0.7363,0.7641,0.5934,0.462,0.5277,0.4733,0.4351,0.4542
86.3,0.0909,0.759,0.2162,0.7896,0.7181,0.7539,0.5963,0.4599,0.5281,0.4765,0.4421,0.4593
86.4,0.1116,0.742,0.2151,0.7851,0.6976,0.7413,0.5998,0.4595,0.5296,0.4789,0.4483,0.4636
86.5,0.1326,0.7216,0.2151,0.7782,0.6745,0.7264,0.6043,0.4606,0.5325,0.4804,0.4539,0.4672
86.6,0.1544,0.6979,0.2159,0.7688,0.6485,0.7087,0.6104,0.4632,0.5368,0.4812,0.459,0.4701
86.7,0.1764,0.6712,0.2174,0.757,0.6194,0.6882,0.6179,0.4668,0.5423,0.4813,0.4637,0.4725
86.8,0.1979,0.6419,0.22,0.7429,0.587,0.665,0.626,0.471,0.5485,0.4809,0.4679,0.4744
